Schuljahr,Amtlicher Gemeindeschlüssel,Verwaltungsbezirk,Schulformschlüssel,Schulform,Schulnummer,Kurzbezeichnung der Schule,Amtliche Bezeichnung 1,Amtliche Bezeichnung 2,Amtliche Bezeichnung 3,Rechtsstatus,Straße und Hausnummer,Postleitzahl,Ort,Homepage,Amtlicher Gemeinde-schlüssel,"Verwaltungsbezirk
(Haupt- und Nebensitz der Schule)",Art der Adresse,Anzahl,Sozialindex
2024/25,5166024.0,Schwalmtal,20,Gymnasium,165839,"Schwalmtal, Gym St.Wolfhelm",Gymnasium St.Wolfhelm,der Gemeinde Schwalmtal,- Sekundarstufen I und II -,Öffentlich,Turmstr. 2,41366.0,Schwalmtal,https://www.gym-st-wolfhelm.de,5166024.0,Schwalmtal,Hauptsitz,845,1
2024/25,5166028.0,"Tönisvorst, Stadt",02,Grundschule,108455,"Tönisvorst, KG St. Tönis",Kath. Grundschule St. Tönis,,,Öffentlich,Schulstr. 13,47918.0,Tönisvorst,http://www.kgs-toenisvorst.de,5166028.0,"Tönisvorst, Stadt",Hauptsitz,210,4
2024/25,5166028.0,"Tönisvorst, Stadt",02,Grundschule,192272,"Tönisvorst, GG St. Tönis Hülser Straße",Gemeinschaftsgrundschule St. Tönis,Hülser Straße,,Öffentlich,Hülser Str. 51,47918.0,Tönisvorst,http://www.ggs-huelserstrasse.de/,5166028.0,"Tönisvorst, Stadt",Hauptsitz,375,3
2024/25,5166028.0,"Tönisvorst, Stadt",02,Grundschule,193306,"Tönisvorst, GG Corneliusstr.",Gem. Grundschule Corneliusstr.-St.Tönis,- Primarstufe -,,Öffentlich,Corneliusstr. 200,47918.0,Tönisvorst,http://gemeinschaftsgrundschule-corneliusstrasse-toenisvorst.de,5166028.0,"Tönisvorst, Stadt",Hauptsitz,205,3
2024/25,5166028.0,"Tönisvorst, Stadt",02,Grundschule,195200,"Tönisvorst, GG Vorst",Städt. Gem. Grundschule Vorst,- Primarstufe -,,Öffentlich,Amselweg 6,47918.0,Tönisvorst,http://www.ggs-vorst.de,5166028.0,"Tönisvorst, Stadt",Hauptsitz,295,1
2024/25,5166028.0,"Tönisvorst, Stadt",15,Gesamtschule,100021,"Tönisvorst, GE Rupert-Neudeck",Rupert-Neudeck-Gesamtschule der Stadt,Tönisvorst  -Sekundarstufen I und II-,,Öffentlich,Corneliusstr. 152,47918.0,Tönisvorst,https://rng-tv.de/,5166028.0,"Tönisvorst, Stadt",Nebensitz,425,4
2024/25,5166028.0,"Tönisvorst, Stadt",20,Gymnasium,189194,"Tönisvorst, Gym Michael-Ende-Gymnasium",Michael-Ende-Gymnasium,Gymnasium der Stadt Tönisvorst,,Öffentlich,Corneliusstr. 25,47918.0,Tönisvorst,http://meg-online.de,5166028.0,"Tönisvorst, Stadt",Hauptsitz,985,2
2024/25,5166032.0,"Viersen, Stadt",02,Grundschule,108479,"Viersen, KG Martin",Martinschule,Städt. Kath. Grundschule,- Primarstufe -,Öffentlich,Mosterzstr. 53,41749.0,Viersen,https://www.martinschule-viersen.de/,5166032.0,"Viersen, Stadt",Hauptsitz,295,1
2024/25,5166032.0,"Viersen, Stadt",02,Grundschule,108509,"Viersen, KG (Verb.) Paul-Weyers-Schule",Paul-Weyers-Schule,Städt. Kath. Grundschule,- Primarstufe -,Öffentlich,Mühlenberg 1,41751.0,Viersen,https://www.paul-weyers-schule.de/,5166032.0,"Viersen, Stadt",Hauptsitz,320,2
2024/25,5166032.0,"Viersen, Stadt",02,Grundschule,108534,"Viersen, KG Zweitorstr.",Städt. Kath. Grundschule,an der Zweitorstraße,- Primarstufe -,Öffentlich,Zweitorstr. 1,41748.0,Viersen,http://zweitorschule-viersen.de,5166032.0,"Viersen, Stadt",Hauptsitz,215,2
2024/25,5166032.0,"Viersen, Stadt",02,Grundschule,108546,"Viersen, KG Agnes-van-Brakel-Schule",Agnes-van-Brakel-Schule,Städt. Kath. Grundschule Helenabrunn,- Primarstufe -,Öffentlich,Ummertalweg 51,41748.0,Viersen,http://www.avb-schule.de,5166032.0,"Viersen, Stadt",Hauptsitz,110,1
2024/25,5166032.0,"Viersen, Stadt",02,Grundschule,108560,"Viersen, GG Dülken",Städt. Gem. Grundschule Dülken,- Primarstufe -,,Öffentlich,Dammstr. 55,41751.0,Viersen,http://www.ggs-duelken.de/,5166032.0,"Viersen, Stadt",Hauptsitz,340,3
2024/25,5166032.0,"Viersen, Stadt",02,Grundschule,108571,"Viersen, GG Brüder-Grimm-Schule",Brüder-Grimm-Schule,Städtische Gemeinschaftsgrundschule,- Primarstufe -,Öffentlich,Josef-Steinbüchel-Str. 27,41749.0,Viersen,http://www.brueder-grimm-schule-suechteln.de,5166032.0,"Viersen, Stadt",Hauptsitz,345,1
2024/25,5166032.0,"Viersen, Stadt",02,Grundschule,108583,"Viersen, KG Remigius",Remigiusschule,Städt. Kath. Grundschule,- Primarstufe -,Öffentlich,Portiunkulaweg 20,41747.0,Viersen,https://www.remigiusschule-viersen.de/,5166032.0,"Viersen, Stadt",Hauptsitz,225,5
2024/25,5166032.0,"Viersen, Stadt",02,Grundschule,108649,"Viersen, GG Albert-Schweitzer-Schule",Albert-Schweitzer-Schule,Städt. Gem. Grundschule  -Primarstufe-,,Öffentlich,Bachstr. 201,41747.0,Viersen,http://www.albert-schweitzer-schule-viersen.de,5166032.0,"Viersen, Stadt",Hauptsitz,185,6
2024/25,5166032.0,"Viersen, Stadt",02,Grundschule,108650,"Viersen, GG Körnerschule",Körnerschule,Städt. Gem. Grundschule,- Primarstufe -,Öffentlich,Klosterstr. 8,41747.0,Viersen,https://körnerschule.de,5166032.0,"Viersen, Stadt",Hauptsitz,375,6
2024/25,5166032.0,"Viersen, Stadt",02,Grundschule,196241,"Viersen, GG Rahser",Städt. Gemeinschaftsgrundschule Rahser,- Primarstufe -,,Öffentlich,Krefelder Str. 125,41748.0,Viersen,http://www.ggs-rahser.de/,5166032.0,"Viersen, Stadt",Nebensitz,125,4
2024/25,5166032.0,"Viersen, Stadt",04,Hauptschule,139701,"Viersen, GH Max-von-der-Grün-Schule",Max-von-der-Grün-Schule,Städt. Gem. Hauptschule Süchteln,- Sekundarstufe I -,Öffentlich,Hindenburgstr. 128,41749.0,Viersen,https://hauptschule-suechteln.lms.schulon.org/,5166032.0,"Viersen, Stadt",Hauptsitz,230,7
2024/25,5166032.0,"Viersen, Stadt",08,Förderschule Grund-/Hauptschule,153588,"Viersen, KR Hanns-Dieter-Hüsch-Schule",LVR-Hanns-Dieter-Hüsch-Schule,Klinikschule,,Öffentlich,Genneper Str. 1,52525.0,Heinsberg,http://www.hanns-dieter-huesch-schule.lvr.de/,5370016.0,"Heinsberg, Stadt",Nebensitz,10,
2024/25,5166032.0,"Viersen, Stadt",08,Förderschule Grund-/Hauptschule,153590,"Viersen, FÖ GG Franziskus",Franziskus-Schule,Förderschule des Kreises Viersen,Förderschwerpunkt Geistige Entwicklung,Öffentlich,Josef-Deilmann-Str. 1,41749.0,Viersen,http://www.franziskus-schule-viersen.de,5166032.0,"Viersen, Stadt",Hauptsitz,340,
2024/25,5166032.0,"Viersen, Stadt",08,Förderschule Grund-/Hauptschule,199230,"Viersen,FÖ LE,ES,SQ,GG Förderzentrum Ost","Förderzentrum Ost,Förderschule d.Kreises","Viersen i.integr.Verb.Lernen,Emot.u.soz.",Entw.-Primarst.u.Sek.I u.Sprache-Primar.,Öffentlich,Am Schluff 18-20,41748.0,Viersen,https://foerderzentrum-ost.de,5166032.0,"Viersen, Stadt",Nebensitz,45,
2024/25,5166032.0,"Viersen, Stadt",10,Realschule,159669,"Viersen, RS Johannes-Kepler-Schule",Johannes-Kepler-Schule,Städt. Realschule Süchteln,- Sekundarstufe I -,Öffentlich,Friedensstr. 53,41749.0,Viersen,https://jks-suechteln.de/,5166032.0,"Viersen, Stadt",Hauptsitz,680,2
2024/25,5166032.0,"Viersen, Stadt",10,Realschule,159670,"Viersen, RS An der Josefskirche",Städt. Realschule,An der Josefskirche,- Sekundarstufe I -,Öffentlich,Josefsring 20,41747.0,Viersen,https://www.realschule-josefskirche.de/,5166032.0,"Viersen, Stadt",Hauptsitz,450,6
2024/25,5166032.0,"Viersen, Stadt",13,PRIMUS-Schule,198511,"Viersen, PS Kettelerstraße",PRIMUS-Schule Viersen,Schule d. Primarstufe u.d. Sekundarst. I,d. Stadt Viersen i. Schulversuch PRIMUS,Öffentlich,Kettelerstr. 47,41751.0,Viersen,http://www.primusschule-viersen.de,5166032.0,"Viersen, Stadt",Hauptsitz,390,
2024/25,5166032.0,"Viersen, Stadt",15,Gesamtschule,190871,"Viersen, GE Anne-Frank-Schule",Anne-Frank-Schule,Städt. Gesamtschule,- Sekundarstufen I und II -,Öffentlich,Lindenstr. 7,41747.0,Viersen,http://www.afg-vie.de,5166032.0,"Viersen, Stadt",Nebensitz,540,4
2024/25,5166032.0,"Viersen, Stadt",20,Gymnasium,165852,"Viersen, Gym Erasmus-von-Rotterdam",Erasmus-von-Rotterdam-Gymnasium,Städt. Gymnasium Sek. I u. II,,Öffentlich,Konrad-Adenauer-Ring 30,41747.0,Viersen,http://www.evr-viersen.de,5166032.0,"Viersen, Stadt",Hauptsitz,825,3
2024/25,5166032.0,"Viersen, Stadt",20,Gymnasium,165864,"Viersen, Gym Albertus-Magnus",Bischöfliches Albertus-Magnus-Gymnasium,Priv. Gymnasium f. Jungen und Mädchen,des Bistums Aachen,Privat,Brandenburger Str. 7,41751.0,Viersen,http://www.amg-viersen.de,5166032.0,"Viersen, Stadt",Hauptsitz,835,
2024/25,5166032.0,"Viersen, Stadt",20,Gymnasium,165876,"Viersen, Gym Clara-Schumann-Gymnasium",Clara-Schumann-Gymnasium,Städt. Gymnasium Dülken,- Sekundarstufe I und II -,Öffentlich,Brandenburger Str. 1,41751.0,Viersen,http://www.gymnasium-duelken.de,5166032.0,"Viersen, Stadt",Hauptsitz,660,4
2024/25,5166032.0,"Viersen, Stadt",25,Weiterbildungskolleg,170562,"Viersen, WBK RS, Gym Linker Niederrhein",Weiterbildungskolleg Linker Niederrhein,Abendrealschule und Abendgymnasium des,Kreises Viersen -Sekundarstufen I und II,Öffentlich,Brunnenstr. 230,41069.0,Mönchengladbach,http://www.wbk-viersen.de,5116000.0,Krfr. Stadt Mönchengladbach,Nebensitz,225,
2024/25,5166032.0,"Viersen, Stadt",30,Berufskolleg,173897,"Viersen, BK Viersen-Dülken",Berufskolleg Viersen-Dülken,des Kreises Viersen,- Sekundarstufe II -,Öffentlich,Heesstr. 95,41751.0,Viersen,http://www.berufskolleg-viersen.de,5166032.0,"Viersen, Stadt",Hauptsitz,1430,
2024/25,5166036.0,"Willich, Stadt",02,Grundschule,108662,"Willich, GG Im Mühlenfeld",Schule Im Mühlenfeld,Städt. Gem. Grundschule I Willich,,Öffentlich,Krusestr. 21,47877.0,Willich,http://www.schule-im-muehlenfeld.de/start/,5166036.0,"Willich, Stadt",Hauptsitz,195,4
2024/25,5166036.0,"Willich, Stadt",02,Grundschule,108674,"Willich, KG Kolping",Kolpingschule,Städt. Kath. Grundschule,- Primarstufe -,Öffentlich,Schiefbahner Str. 2,47877.0,Willich,https://kolping-schule.de/,5166036.0,"Willich, Stadt",Hauptsitz,230,4
2024/25,5166036.0,"Willich, Stadt",02,Grundschule,108686,"Willich, GG Willicher Heide",Schule Willicher Heide,Städt. Gem. Grundschule II Willich,,Öffentlich,Krefelder Str. 352,47877.0,Willich,http://www.willicherheide.de,5166036.0,"Willich, Stadt",Hauptsitz,165,3
2024/25,5166036.0,"Willich, Stadt",02,Grundschule,108698,"Willich, KG Hubertus",Hubertusschule,Städt. Kath. Grundschule Schiefbahn,,Öffentlich,Schillerstr. 20,47877.0,Willich,https://www.hubertusschule-schiefbahn.de/,5166036.0,"Willich, Stadt",Hauptsitz,230,1
2024/25,5166036.0,"Willich, Stadt",02,Grundschule,108704,"Willich, GG Astrid-Lindgren-Schule",Astrid-Lindgren-Schule,Städtische Gemeinschaftsgrundschule,- Primarstufe -,Öffentlich,Wilhelm-Busch-Str. 4,47877.0,Willich,http://www.astrid-lindgren-schule-willich.de/,5166036.0,"Willich, Stadt",Hauptsitz,215,2
2024/25,5166036.0,"Willich, Stadt",02,Grundschule,108716,"Willich, KG Gottfried-Kricker-Schule",Gottfried-Kricker-Schule,Städt. Kath. Grundschule Anrath,,Öffentlich,Hochheideweg 34-36,47877.0,Willich,http://www.gottfried-kricker-schule-anrath.de,5166036.0,"Willich, Stadt",Hauptsitz,205,1
2024/25,5166036.0,"Willich, Stadt",02,Grundschule,108728,"Willich, GG Albert-Schweitzer-Schule",Albert-Schweitzer-Schule,Städt. Gem. Grundschule Anrath,,Öffentlich,Lorenz-Schmitz-Str. 2,47877.0,Willich,https://www.albert-schweitzer-anrath.de/,5166036.0,"Willich, Stadt",Hauptsitz,205,2
2024/25,5166036.0,"Willich, Stadt",02,Grundschule,108730,"Willich, KG Vinhoven",Vinhoven-Schule,Städt. Kath. Grundschule Neersen,,Öffentlich,Pappelallee 20,47877.0,Willich,https://www.vinhovenschule.de/start/,5166036.0,"Willich, Stadt",Hauptsitz,245,2
2024/25,5166036.0,"Willich, Stadt",02,Grundschule,194086,"Willich, GG Plutoweg",Städt. Gem. Grundschule Willich-Wekeln,- Primarstufe -,,Öffentlich,Plutoweg 24,47877.0,Willich,https://www.ggs-wekeln.de/,5166036.0,"Willich, Stadt",Hauptsitz,245,3
2024/25,5166036.0,"Willich, Stadt",15,Gesamtschule,191644,"Willich, GE Robert-Schuman",Robert-Schuman-Gesamtschule,- Sekundarstufen I und II -,,Öffentlich,Kantstr. 2,47877.0,Willich,http://www.rse-willich.de,5166036.0,"Willich, Stadt",Hauptsitz,1075,2
2024/25,5166036.0,"Willich, Stadt",15,Gesamtschule,196794,"Willich, GE Leonardo-da-Vinci",Städt. Leonardo-da-Vinci-Gesamtschule,- Sekundarstufe I und II -,,Öffentlich,Johannesstr. 5,47877.0,Willich,http://www.da-vinci-gesamtschule.de,5166036.0,"Willich, Stadt",Nebensitz,355,3
2024/25,5166036.0,"Willich, Stadt",20,Gymnasium,165888,"Willich, Gym St. Bernhard",St. Bernhard-Gymnasium,Staatl. genehmigte priv. Ersatzschule,der MW Malteser Werke gGmbH,Privat,Albert-Oetker-Str. 98-100,47877.0,Willich,http://www.malteser-st-bernhard-gymnasium.de,5166036.0,"Willich, Stadt",Hauptsitz,970,
2024/25,5166036.0,"Willich, Stadt",20,Gymnasium,193550,"Willich, Gym Lise-Meitner",Lise-Meitner-Gymnasium,Städt. Gymnasium Willich-Anrath,,Öffentlich,Hausbroicher Str. 40,47877.0,Willich,http://www.lmg-anrath.de,5166036.0,"Willich, Stadt",Hauptsitz,770,1
2024/25,5170004.0,Alpen,02,Grundschule,109770,"Alpen, GG Zum Wald",Grundschule zum Wald,Gem. Grundschule in d. Gemeinde Alpen,,Öffentlich,Zum Wald 16,46519.0,Alpen,https://grundschule-alpen.de,5170004.0,Alpen,Hauptsitz,225,1
2024/25,5170004.0,Alpen,02,Grundschule,109782,"Alpen, GG (Verb.)Wilhelm-Koppers-Schule",Wilhelm-Koppers-Schule Menzelen-Veen,Gemeinschaftsgrundschule der Gem. Alpen,- Primarstufe -,Öffentlich,Kirchstr. 16,46519.0,Alpen,http://www.wilhelmkoppersggs.de,5170004.0,Alpen,Nebensitz,105,1
2024/25,5170004.0,Alpen,08,Förderschule Grund-/Hauptschule,186594,"Alpen, FÖ GG Bönninghardt-Schule",Bönninghardt-Schule,Förderschule des Kreises Wesel mit dem,Förderschwerpunkt Geistige Entwicklung,Öffentlich,Bönninghardter Str. 86,46519.0,Alpen,http://www.boenninghardt-schule.de,5170004.0,Alpen,Hauptsitz,190,
2024/25,5170004.0,Alpen,14,Sekundarschule,196836,"Alpen, SK Fürst-Bentheim-Straße",Sekundarschule der Gemeinde Alpen,- Sekundarstufe I -,,Öffentlich,Fürst-Bentheim-Str. 33,46519.0,Alpen,http://www.sekundarschule-alpen.de,5170004.0,Alpen,Hauptsitz,310,2
2024/25,5170008.0,"Dinslaken, Stadt",02,Grundschule,106082,"Dinslaken, GG Am Weyer",Städt. Gem. Grundschule,Am Weyer,,Öffentlich,Hügelstr. 19,46539.0,Dinslaken,https://www.grundschule-am-weyer.de/,5170008.0,"Dinslaken, Stadt",Hauptsitz,220,4
2024/25,5170008.0,"Dinslaken, Stadt",02,Grundschule,106094,"Dinslaken, GG Dorf",Dorfschule,Gem. Grundschule,,Öffentlich,Fichtenstr. 65,46539.0,Dinslaken,http://www.dorfschule.de,5170008.0,"Dinslaken, Stadt",Hauptsitz,300,1
2024/25,5170008.0,"Dinslaken, Stadt",02,Grundschule,106100,"Dinslaken, GG Gartenschule",Gartenschule,Gem. Grundschule der Stadt Dinslaken,- Primarstufe -,Öffentlich,Gartenstr. 17,46535.0,Dinslaken,http://www.gartenschule-dinslaken.de,5170008.0,"Dinslaken, Stadt",Hauptsitz,220,7
2024/25,5170008.0,"Dinslaken, Stadt",02,Grundschule,106112,"Dinslaken, GG Klaraschule",Klaraschule,Städt. Gem. Grundschule,,Öffentlich,Klarastr. 31,46537.0,Dinslaken,http://www.klaraschule.de,5170008.0,"Dinslaken, Stadt",Hauptsitz,255,5
2024/25,5170008.0,"Dinslaken, Stadt",02,Grundschule,106124,"Dinslaken, GG Lohberg",Gem. Grundschule Lohberg,,,Öffentlich,Lohbergstr. 70,46537.0,Dinslaken,http://www.ggs-lohberg.de,5170008.0,"Dinslaken, Stadt",Hauptsitz,190,8
2024/25,5170008.0,"Dinslaken, Stadt",02,Grundschule,106136,"Dinslaken, GG Averbruchschule",Averbruchschule,Städt. Gem. Grundschule,,Öffentlich,Rosenstr. 47,46535.0,Dinslaken,http://www.averbruchschule.de,5170008.0,"Dinslaken, Stadt",Hauptsitz,280,4
2024/25,5170008.0,"Dinslaken, Stadt",02,Grundschule,106197,"Dinslaken, GG Moltkeschule",Moltkeschule,Städt. Gem. Grundschule,,Öffentlich,Riemenschneiderstr. 12,46539.0,Dinslaken,https://www.moltkeschule.de/,5170008.0,"Dinslaken, Stadt",Hauptsitz,195,1
2024/25,5170008.0,"Dinslaken, Stadt",02,Grundschule,106203,"Dinslaken, GG Bruchschule",Bruchschule,Städt. Gem. Grundschule,,Öffentlich,Hedwigstr. 122,46537.0,Dinslaken,http://www.bruchschule.de,5170008.0,"Dinslaken, Stadt",Hauptsitz,380,3
2024/25,5170008.0,"Dinslaken, Stadt",02,Grundschule,106215,"Dinslaken, GG Hagenschule",Hagenschule,Städt. Gem. Grundschule,,Öffentlich,Hagenstr. 139,46535.0,Dinslaken,http://www.hagenschule-dinslaken.de,5170008.0,"Dinslaken, Stadt",Hauptsitz,330,2
2024/25,5170008.0,"Dinslaken, Stadt",02,Grundschule,191206,"Dinslaken, GG Hühnerheide",Gem. Grundschule Hühnerheide,,,Öffentlich,Hühnerheide 102,46539.0,Dinslaken,http://www.ggs-huehnerheide.de,5170008.0,"Dinslaken, Stadt",Hauptsitz,190,2
2024/25,5170008.0,"Dinslaken, Stadt",10,Realschule,159335,"Dinslaken, RS Gustav-Heinemann",Gustav-Heinemann-Realschule,der Stadt Dinslaken,Schule der Sekundarstufe I,Öffentlich,Am Stadtbad 9,46537.0,Dinslaken,http://www.realschule-dinslaken.de,5170008.0,"Dinslaken, Stadt",Hauptsitz,615,2
2024/25,5170008.0,"Dinslaken, Stadt",15,Gesamtschule,100077,"Dinslaken, GE Hiesfeld",Gesamtschule Hiesfeld,der Stadt Dinslaken,Sekundarstufen I und II,Öffentlich,Kirchstr. 65,46539.0,Dinslaken,https://www.gesamtschule-hiesfeld.de/,5170008.0,"Dinslaken, Stadt",Hauptsitz,750,3
2024/25,5170008.0,"Dinslaken, Stadt",15,Gesamtschule,188888,"Dinslaken, GE Ernst-Barlach",Ernst-Barlach-Schule,Städt. Gesamtschule Dinslaken,- Sekundarstufen I und II -,Öffentlich,Elisabethstr. 54,46537.0,Dinslaken,http://www.ebgs.de,5170008.0,"Dinslaken, Stadt",Nebensitz,5,4
2024/25,5170008.0,"Dinslaken, Stadt",17,Freie Waldorfschule,190494,"Dinslaken, FW Niederrhein",Freie Waldorfschule Dinslaken,Ersatzschule eigener Art,für Jungen und Mädchen,Privat,Eppinkstr. 173,46535.0,Dinslaken,https://www.freie-waldorfschule-dinslaken.de/,5170008.0,"Dinslaken, Stadt",Hauptsitz,470,
2024/25,5170008.0,"Dinslaken, Stadt",20,Gymnasium,165487,"Dinslaken, Gym Otto-Hahn",Otto-Hahn-Gymnasium,Städt. Gymnasium für Jungen und Mädchen,,Öffentlich,Hagenstr. 12,46535.0,Dinslaken,http://www.ohg-dinslaken.de,5170008.0,"Dinslaken, Stadt",Hauptsitz,780,2
2024/25,5170008.0,"Dinslaken, Stadt",20,Gymnasium,165505,"Dinslaken, Gym Theodor-Heuss",Theodor-Heuss-Gymnasium,Städt. Gymnasium für Jungen und Mädchen,,Öffentlich,Voerder Str. 30,46535.0,Dinslaken,http://www.thg-dinslaken.de,5170008.0,"Dinslaken, Stadt",Hauptsitz,755,2
2024/25,5170008.0,"Dinslaken, Stadt",20,Gymnasium,191139,"Dinslaken, Gym Gustav-Heinemann",Gustav-Heinemann-Gymnasium,der Stadt Dinslaken,Schule der Sekundarstufen I und II,Öffentlich,Kirchstr. 63,46539.0,Dinslaken,http://www.gymnasiumhiesfeld.de,5170008.0,"Dinslaken, Stadt",Hauptsitz,585,2
2024/25,5170008.0,"Dinslaken, Stadt",30,Berufskolleg,173423,"Dinslaken, BK Wiesenstr.",Berufskolleg Dinslaken,Schule der Sekundarstufe II,des Kreises Wesel,Öffentlich,Konrad-Adenauer-Str. 49,46535.0,Dinslaken,http://www.berufskolleg-dinslaken.de,5170008.0,"Dinslaken, Stadt",Nebensitz,400,
2024/25,5170012.0,"Hamminkeln, Stadt",02,Grundschule,110061,"Hamminkeln, GG (Verb.) Mehrhoog",Städt. Gemeinschaftsgrundschule Mehrhoog,- Primarstufe -,,Öffentlich,Im Hogenbusch 15,46499.0,Hamminkeln,https://www.gs-mehrhoog-wertherbruch.de/,5170012.0,"Hamminkeln, Stadt",Hauptsitz,260,1
2024/25,5170012.0,"Hamminkeln, Stadt",02,Grundschule,110140,"Hamminkeln, GG Hamminkeln",Städtische Gemeinschaftsgrundschule,Hamminkeln,- Primarstufe -,Öffentlich,Bislicher Str. 1,46499.0,Hamminkeln,https://grundschule-hamminkeln.de/,5170012.0,"Hamminkeln, Stadt",Hauptsitz,325,1
2024/25,5170012.0,"Hamminkeln, Stadt",02,Grundschule,110164,"Hamminkeln, GG Hermann-Landwehr-Schule",Hermann-Landwehr-Schule Brünen,Städtische Gemeinschaftsgrundschule,- Primarstufe -,Öffentlich,Bergstr. 5,46499.0,Hamminkeln,http://www.grundschule-bruenen.de,5170012.0,"Hamminkeln, Stadt",Hauptsitz,185,1
2024/25,5170012.0,"Hamminkeln, Stadt",02,Grundschule,120972,"Hamminkeln, KG Ludgerischule Dingden",Ludgerischule Dingden,Kath. Grundschule,,Öffentlich,Weberstr. 24,46499.0,Hamminkeln,http://ludgerischule-dingden.de/,5170012.0,"Hamminkeln, Stadt",Hauptsitz,280,2
2024/25,5170012.0,"Hamminkeln, Stadt",08,Förderschule Grund-/Hauptschule,100152,"Hamminkeln, FÖ ES, LE Wilhelmine-Bräm","Wilhelmine-Bräm-Schule, Staatl.gen.priv.",Förderschule m.de. FSP ES u. LE,d. Neukirchener Erziehungsvereins,Privat,Dinslakener Landstr. 8/10,46483.0,Wesel,https://www.neukirchener.de/kinder-und-jugendhilfe/foerderschulen/wilhelmine-bra,5170048.0,"Wesel, Stadt",Nebensitz,20,
2024/25,5170012.0,"Hamminkeln, Stadt",15,Gesamtschule,198158,"Hamminkeln, GE Diersfordter Straße",Städt. Gesamtschule Hamminkeln,- Sekundarstufen I und II -,,Öffentlich,Diersfordter Str. 32,46499.0,Hamminkeln,https://www.gesamtschule-hamminkeln.de/,5170012.0,"Hamminkeln, Stadt",Hauptsitz,1000,2
2024/25,5170016.0,Hünxe,02,Grundschule,106409,"Hünxe, GG Karl-Vogels-Schule",Karl-Vogels-Schule,Gem. Grundschule Hünxe,,Öffentlich,In den Elsen 34,46569.0,Hünxe,https://karlvogelsschule.de/,5170016.0,Hünxe,Hauptsitz,230,1
2024/25,5170016.0,Hünxe,02,Grundschule,106410,"Hünxe, GG Am Dicken Stein",Schule Am Dicken Stein,Gem. Grundschule Bruckhausen,,Öffentlich,Waldweg 55,46569.0,Hünxe,http://www.schuleamdickenstein.de/,5170016.0,Hünxe,Hauptsitz,195,1
2024/25,5170016.0,Hünxe,02,Grundschule,110176,"Hünxe, GG Otto-Pankok-Schule",Otto-Pankok-Schule,Gem. Grundschule Drevenack,der Gemeinde Hünxe,Öffentlich,Buschweg 5,46569.0,Hünxe,http://www.ottopankokschule.de,5170016.0,Hünxe,Hauptsitz,175,1
2024/25,5170016.0,Hünxe,08,Förderschule Grund-/Hauptschule,153114,"Hünxe, FÖ GG Waldschule",Waldschule,Förderschule des Kreises Wesel mit dem,Förderschwerpunkt Geistige Entwicklung,Öffentlich,Waldheideweg 5,46569.0,Hünxe,http://www.waldschule-huenxe.de,5170016.0,Hünxe,Hauptsitz,185,
2024/25,5170016.0,Hünxe,15,Gesamtschule,193744,"Hünxe, GE In den Elsen",Gesamtschule Hünxe,Schule der Sekundarstufe I und II,,Öffentlich,In den Elsen 34,46569.0,Hünxe,https://gesamtschule-huenxe.de/,5170016.0,Hünxe,Hauptsitz,935,1
2024/25,5170020.0,"Kamp-Lintfort, Stadt",02,Grundschule,100167,"Kamp-Lintfort, GG Vinnstraße",Städtische Gemeinschaftsgrundschule,an der Vinnstraße,- Primarstufe -,Öffentlich,Vinnstr. 40,47475.0,Kamp-Lintfort,https://www.ggs-vinnstraße.de,5170020.0,"Kamp-Lintfort, Stadt",Hauptsitz,110,3
2024/25,5170020.0,"Kamp-Lintfort, Stadt",02,Grundschule,109113,"Kamp-Lintfort, GG Ebert",Ebertschule,Gem. Grundschule,,Öffentlich,Auguststr. 109,47475.0,Kamp-Lintfort,http://www.gs-ebertschule.de,5170020.0,"Kamp-Lintfort, Stadt",Hauptsitz,320,7
2024/25,5170020.0,"Kamp-Lintfort, Stadt",02,Grundschule,109125,"Kamp-Lintfort, GG (Verb.) Pappelsee",Grundschule Pappelsee,Städt.Gem.Grundsch. d.StadtKamp-Lintfort,m. kath.Bekenntnisstandort -Primarstufe-,Öffentlich,Eyller Str. 47,47475.0,Kamp-Lintfort,http://www.gs-am-pappelsee.de/,5170020.0,"Kamp-Lintfort, Stadt",Hauptsitz,200,5
2024/25,5170020.0,"Kamp-Lintfort, Stadt",02,Grundschule,109150,"Kamp-Lintfort, GG (Verb.) Ernst-Reuter",Ernst-Reuter-Schule,Städt. Gem. Grundschule,- Primarstufe -,Öffentlich,Mittelstr. 144,47475.0,Kamp-Lintfort,https://www.ernst-reuter-gs-kl.de/,5170020.0,"Kamp-Lintfort, Stadt",Hauptsitz,380,4
2024/25,5170020.0,"Kamp-Lintfort, Stadt",02,Grundschule,109186,"Kamp-Lintfort, GG Am Niersenberg",Städt. Gem. Grundschule,Am Niersenberg,,Öffentlich,Fasanenstr. 11,47475.0,Kamp-Lintfort,http://www.grundschule-am-niersenberg.de,5170020.0,"Kamp-Lintfort, Stadt",Hauptsitz,430,3
