Bezirksregierung,Kreis/Stadt,Schulform,Schulnummer,Schulname,Sozialindex,latitude,longitude,found_address
Detmold,Kreis Minden-Lübbecke,Gesamtschule,189121,"Minden, GE Kurt-Tucholsky",8,52.2889337,8.9100845,"Kurt-Tucholsky-Gesamtschule, Videbullenstraße, Innenstadt, Minden, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32423, Deutschland"
Detmold,Kreis Minden-Lübbecke,Gesamtschule,190081,"Hüllhorst, GE Osterstraße",1,52.27416,8.6712319,"Osterstraße, Hüllhorst, Büttendorf, Hüllhorst, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32609, Deutschland"
Detmold,Kreis Minden-Lübbecke,Gesamtschule,190354,"Hille, GE (Gym) Von Oeynhausen Straße",1,,,
Detmold,Kreis Minden-Lübbecke,Gesamtschule,192685,"Porta Westfalica, GE Bruchstr.",4,52.2531068,8.9458435,"Gesamtschule Porta-Westfalica, Bruchstraße, Neesen, Lerbeck, Porta Westfalica, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32457, Deutschland"
Detmold,Kreis Minden-Lübbecke,Gesamtschule,193872,"Bad Oeynhausen, GE Europaschule",5,52.2195315,8.7936453,"Europaschule Bad Oeynhausen, In der Wiehwisch, Eidinghausen, Bad Oeynhausen, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32549, Deutschland"
Detmold,Kreis Minden-Lübbecke,Gymnasium,168932,"Lübbecke, Gym Wittekind-Gymnasium",2,52.3029705,8.6236795,"Wittekind-Gymnasium, 14, Ziegeleiweg, Lübbecke Innenstadt, Lübbecke, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32312, Deutschland"
Detmold,Kreis Minden-Lübbecke,Gymnasium,168956,"Minden, Gym Herder u.Caroline v.Humboldt",3,52.3118481,8.8818671,"FES Minden Gesamtschule und Gymnasium, Kingsleyallee, Kuhlenkamp, Minderheide, Minden, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32425, Deutschland"
Detmold,Kreis Minden-Lübbecke,Gymnasium,168970,"Minden, Gym Besselgymnasium",3,52.2981042,8.8849205,"Besselgymnasium, Wagnerstraße, Bärenkämpen, Minden, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32427, Deutschland"
Detmold,Kreis Minden-Lübbecke,Gymnasium,168981,"Minden, Gym Rats",3,,,
Detmold,Kreis Minden-Lübbecke,Gymnasium,168993,"Bad Oeynhausen, Gym Immanuel-Kant",2,52.2024914,8.8143918,"Immanuel-Kant-Gymnasium, Grüner Weg, Bad Oeynhausen, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32547, Deutschland"
Detmold,Kreis Minden-Lübbecke,Gymnasium,169006,"Petershagen, Gym Hauptstr.",1,52.3788396,8.9661062,"Städtisches Gymnasium Petershagen, 15, Hauptstraße, Altstadt, Petershagen, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32469, Deutschland"
Detmold,Kreis Minden-Lübbecke,Gymnasium,186831,"Porta Westfalica, Gym Hoppenstr.",1,52.2359968,8.918993,"Hoppenstraße, Hausberge, Porta Westfalica, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32457, Deutschland"
Detmold,Kreis Minden-Lübbecke,Gymnasium,192491,"Rahden, Gym Freiherr-vom-Stein-Str.",1,52.4364353,8.6194211,"Gymnasium Rahden, 5, Freiherr-vom-Stein-Straße, Rahden, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32369, Deutschland"
Detmold,Kreis Paderborn,Gesamtschule,190809,"Paderborn, GE Elsen",4,51.7342141,8.6840214,"Elsen Schule, Von-Ketteler-Straße, Elsen, Paderborn, Kreis Paderborn, Nordrhein-Westfalen, 33106, Deutschland"
Detmold,Kreis Paderborn,Gesamtschule,192132,"Paderborn, GE Friedrich-Spee",5,51.7191114,8.7948256,"Friedrich-Spee-Gesamtschule, 6, Weißdornweg, Kaukenberg, Paderborn, Kreis Paderborn, Nordrhein-Westfalen, 33100, Deutschland"
Detmold,Kreis Paderborn,Gesamtschule,196484,"Salzkotten, GE Upsprunger Straße",2,51.6608679,8.6025956,"Gesamtschule Salzkotten, Upsprunger Straße, Salzkotten, Kreis Paderborn, Nordrhein-Westfalen, 33154, Deutschland"
Detmold,Kreis Paderborn,Gesamtschule,196861,"Paderborn, GE Heinz-Nixdorf-Gesamtschule",5,51.7340418,8.7743441,"Heinz-Nixdorf-Gesamtschule, 6-8, An den Lothewiesen, Paderborn, Kreis Paderborn, Nordrhein-Westfalen, 33100, Deutschland"
Detmold,Kreis Paderborn,Gesamtschule,197490,"Bad Lippspringe, GE an der Lippequelle",5,,,
Detmold,Kreis Paderborn,Gesamtschule,198705,"Delbrück, GE Driftweg",2,51.7669831,8.5567093,"Driftweg, Delbrück, Kreis Paderborn, Nordrhein-Westfalen, 33129, Deutschland"
Detmold,Kreis Paderborn,Gesamtschule,199930,"Büren, GE Kleffnerstraße",3,51.5490504,8.5541883,"Gesamtschule Büren, 4, Kleffnerstraße, Büren, Kreis Paderborn, Nordrhein-Westfalen, 33142, Deutschland"
Detmold,Kreis Paderborn,Gymnasium,169018,"Paderborn, Gym Goerdeler-Gymnasium",2,51.7221982,8.7247087,"Goerdeler-Gymnasium, 35, Goerdelerstraße, Paderborn, Kreis Paderborn, Nordrhein-Westfalen, 33102, Deutschland"
Detmold,Kreis Paderborn,Gymnasium,169020,"Paderborn, Gym Pelizaeus",2,51.7213461,8.7622947,"Pelizaeus-Gymnasium, Reismannweg, Paderborn, Kreis Paderborn, Nordrhein-Westfalen, 33102, Deutschland"
Detmold,Kreis Paderborn,Gymnasium,169031,"Paderborn, Gym Reismann",3,51.7207421,8.7634739,"Reismann-Gymnasium, 2, Reismannweg, Paderborn, Kreis Paderborn, Nordrhein-Westfalen, 33100, Deutschland"
Detmold,Kreis Paderborn,Gymnasium,169055,"Paderborn, Gym Theodorianum",2,51.7162536,8.7544212,"Gymnasium Theodorianum, Kötterhagen, Paderborn, Kreis Paderborn, Nordrhein-Westfalen, 33098, Deutschland"
Detmold,Kreis Paderborn,Gymnasium,183283,"Paderborn, Gym Schloß Neuhaus",2,51.7382827,8.7259363,"Berufskolleg Schloß Neuhaus, An der Kapelle, Schloß Neuhaus, Paderborn, Kreis Paderborn, Nordrhein-Westfalen, 33104, Deutschland"
Detmold,Kreis Paderborn,Gymnasium,194025,"Delbrück, Gym Marktstr.",2,51.7651018,8.5598378,"Marktstraße, Delbrück, Kreis Paderborn, Nordrhein-Westfalen, 33129, Deutschland"
Detmold,Stadt Bielefeld,Gesamtschule,164203,"Bielefeld, GE Martin-Niemöller",8,52.0543963,8.5448312,"Martin-Niemöller-Gesamtschule, 210, Apfelstraße, Schildesche, Bielefeld, Nordrhein-Westfalen, 33611, Deutschland"
Detmold,Stadt Bielefeld,Gesamtschule,184883,"Bielefeld, GE Laborschule d. Landes NRW",3,52.002149,8.5845935,"Stieghorst Gesamtschule, Am Wortkamp, Stieghorst, Bielefeld, Nordrhein-Westfalen, 33605, Deutschland"
Detmold,Stadt Bielefeld,Gesamtschule,188128,"Bielefeld, GE Friedrich Wilhelm Murnau",7,52.0006324,8.5832849,"Friedrich Wilhelm Murnau-Gesamtschule, 3, Am Wortkamp, Stieghorst, Bielefeld, Nordrhein-Westfalen, 33605, Deutschland"
Detmold,Stadt Bielefeld,Gesamtschule,189996,"Bielefeld, GE GesamtSchule Quelle",3,,,
Detmold,Stadt Bielefeld,Gesamtschule,193495,"Bielefeld, GE Rosenhöhe",7,51.9854904,8.5280945,"Gesamtschule Rosenhöhe, 11, An der Rosenhöhe, Brackwede, Bielefeld, Nordrhein-Westfalen, 33647, Deutschland"
Detmold,Stadt Bielefeld,Gymnasium,168520,"Bielefeld, Gym Cecilien",4,,,
Detmold,Stadt Bielefeld,Gymnasium,168531,"Bielefeld, Gym Ratsgymnasium",2,52.0185875,8.527525,"Ratsgymnasium zu Bielefeld, 1, Nebelswall, Neustadt, Mitte, Bielefeld, Nordrhein-Westfalen, 33602, Deutschland"
Detmold,Stadt Bielefeld,Gymnasium,168543,"Bielefeld, Gym Helmholtz",3,52.0184477,8.5473673,"Helmholtz-Gymnasium, 131, Ravensberger Straße, Mitte, Bielefeld, Nordrhein-Westfalen, 33607, Deutschland"
Detmold,Stadt Bielefeld,Gymnasium,168555,"Bielefeld, Gym am Waldhof",2,52.0186597,8.5289951,"Gymnasium am Waldhof, 8, Waldhof, Mitte, Bielefeld, Nordrhein-Westfalen, 33602, Deutschland"
Detmold,Stadt Bielefeld,Gymnasium,168579,"Bielefeld, Gym Max-Planck",3,52.0294835,8.5151197,"Max-Planck-Gymnasium, Stapenhorststraße, Mitte, Bielefeld, Nordrhein-Westfalen, 33615, Deutschland"
Detmold,Stadt Bielefeld,Gymnasium,168580,"Bielefeld, Gym Brackweder",4,51.98401,8.514032,"Brackweder Realschule 2, 39, Stadtring, Brackwede, Bielefeld, Nordrhein-Westfalen, 33647, Deutschland"
Detmold,Stadt Bielefeld,Gymnasium,168622,"Bielefeld, Gym Heepen",3,52.0292398,8.6021218,"Gymnasium Heepen, 37, Alter Postweg, Tieplatz, Heepen, Bielefeld, Nordrhein-Westfalen, 33719, Deutschland"
Düsseldorf,Kreis Kleve,Gesamtschule,100019,"Kleve, GE Joseph Beuys",7,51.7809083,6.1225394,"Joseph-Beuys-Gesamtschule - Teilstandort, 80, Ackerstraße, Unterstadt, Kleve, Bedburg-Hau, Kreis Kleve, Nordrhein-Westfalen, 47533, Deutschland"
Düsseldorf,Kreis Kleve,Gesamtschule,100042,"Geldern, GE Königsberger Straße",4,51.5264152,6.3300265,"Gesamtschule der Stadt Geldern, 60, Königsberger Straße, Geldern, Kreis Kleve, Nordrhein-Westfalen, 47608, Deutschland"
Düsseldorf,Kreis Kleve,Gesamtschule,193586,"Goch, GE Mittelkreis",2,51.6723855,6.1572783,"Gesamtschule Mittelkreis, 28, Südring, Goch, Bedburg-Hau, Kreis Kleve, Nordrhein-Westfalen, 47574, Deutschland"
Düsseldorf,Kreis Kleve,Gesamtschule,196757,"Kleve, GE am Forstgarten",5,51.8009765,6.133436,"Gesamtschule am Forstgarten, 4-6, Landwehr, Unterstadt, Kleve, Rindern, Kleve, Bedburg-Hau, Kreis Kleve, Nordrhein-Westfalen, 47533, Deutschland"
Düsseldorf,Kreis Kleve,Gesamtschule,198730,"Emmerich am Rhein, GE Paaltjessteege",5,51.8325184,6.2439023,"Gesamtschule Emmerich am Rhein, 1, Paaltjessteege, Emmerich am Rhein, Bedburg-Hau, Kreis Kleve, Nordrhein-Westfalen, 46446, Deutschland"
Düsseldorf,Kreis Kleve,Gesamtschule,198997,"Kevelaer, GE Kevelaer",5,51.5806875,6.2347707,"Gesamtschule Kevelaer, 20, Jahnstraße, Kevelaer Mitte, Kevelaer, Kreis Kleve, Nordrhein-Westfalen, 47623, Deutschland"
Düsseldorf,Kreis Kleve,Gymnasium,165682,"Geldern, Gym Friedrich-Spee-Gymnasium",1,51.5160868,6.3302882,"Friedrich-Spee-Gymnasium, 25, Friedrich-Spee-Straße, Geldern, Kreis Kleve, Nordrhein-Westfalen, 47608, Deutschland"
Düsseldorf,Kreis Kleve,Gymnasium,165694,"Geldern, Gym Lise-Meitner",2,51.5173529,6.3324385,"Lise-Meitner-Gymnasium, 6-8, Friedrich-Nettesheim-Weg, Geldern, Kreis Kleve, Nordrhein-Westfalen, 47608, Deutschland"
Düsseldorf,Kreis Kleve,Gymnasium,165700,"Kevelaer, Gym Kardinal-von-Galen",2,51.583941,6.2388693,"Kardinal-von-Galen-Straße, Kevelaer Mitte, Kevelaer, Kreis Kleve, Nordrhein-Westfalen, 47623, Deutschland"
Düsseldorf,Kreis Kleve,Gymnasium,165906,"Goch, Gym Hubert-Houben-Str.",3,51.6667221,6.1681125,"Städtisches Gymnasium Goch, 9, Hubert-Houben-Straße, Goch, Bedburg-Hau, Kreis Kleve, Nordrhein-Westfalen, 47574, Deutschland"
Düsseldorf,Kreis Kleve,Gymnasium,165920,"Kalkar, Gym Jan-Joest",1,51.7345677,6.2987148,"Jan-Joest-Gymnasium, 16, Am Bollwerk, Kalkar, Bedburg-Hau, Kreis Kleve, Nordrhein-Westfalen, 47546, Deutschland"
Düsseldorf,Kreis Kleve,Gymnasium,165931,"Kleve, Gym Freiherr-vom-Stein",3,51.7865734,6.1283271,"Freiherr-vom-Stein Gymnasium Kleve, 9, Römerstraße, Unterstadt, Kleve, Bedburg-Hau, Kreis Kleve, Nordrhein-Westfalen, 47533, Deutschland"
Düsseldorf,Kreis Kleve,Gymnasium,165955,"Kleve, Gym Konrad-Adenauer",3,51.8040832,6.1607738,"Konrad-Adenauer-Gymnasium, 41, Köstersweg, Kellen, Kleve, Bedburg-Hau, Kreis Kleve, Nordrhein-Westfalen, 47533, Deutschland"
Düsseldorf,Kreis Kleve,Gymnasium,166091,"Emmerich am Rhein, Gym Willibrord",3,51.8421118,6.2437513,"Städtisches Willibrord-Gymnasium, 3, Hansastraße, Klein-Netterden, Emmerich am Rhein, Bedburg-Hau, Kreis Kleve, Nordrhein-Westfalen, 46446, Deutschland"
Düsseldorf,Kreis Kleve,Gymnasium,166133,"Rees, Gym Aspel",1,51.7606965,6.3894804,"Gymnasium Aspel, 8, Westring, Esserden, Rees, Kreis Kleve, Nordrhein-Westfalen, 46459, Deutschland"
Düsseldorf,Kreis Kleve,Gymnasium,192053,"Straelen, Gym Fontanestraße",1,51.4447457,6.261272,"Städtisches Gymnasium Straelen, 7, Fontanestraße, Straelen, Kreis Kleve, Nordrhein-Westfalen, 47638, Deutschland"
Düsseldorf,Kreis Mettmann,Gesamtschule,100011,"Haan, GE Walder Straße",4,51.1936168,7.0179009,"Schulzentrum Walder Straße, 15, Walder Straße, Musikantenviertel, Haan, Kreis Mettmann, Nordrhein-Westfalen, 42781, Deutschland"
Düsseldorf,Kreis Mettmann,Gesamtschule,100069,"Monheim am Rhein, GE Ulla-Hahn",6,,,
Düsseldorf,Kreis Mettmann,Gesamtschule,100070,"Velbert, GE Waldschlösschen",2,51.304721,7.0804109,"Velbert Gesamtschule Waldschlösschen, Waldschlößchen, Pöthen, Neviges, Velbert, Kreis Mettmann, Nordrhein-Westfalen, 42553, Deutschland"
Düsseldorf,Kreis Mettmann,Gesamtschule,100131,"Mettmann, GE Borner Weg",5,51.2569075,6.9727383,"Borner Weg, Kaldenberg, Mettmann, Kreis Mettmann, Nordrhein-Westfalen, 40822, Deutschland"
Düsseldorf,Kreis Mettmann,Gesamtschule,188293,"Monheim, GE Peter-Ustinov",4,51.0954852,6.9004547,"Peter-Ustinov-Gesamtschule, 8, Falkenstraße, Monheim am Rhein, Kreis Mettmann, Nordrhein-Westfalen, 40789, Deutschland"
Düsseldorf,Kreis Mettmann,Gesamtschule,189297,"Velbert, GE Mitte",6,51.3345595,7.0360532,"Gesamtschule Velbert, Birkenstraße, Kostenberg, Velbert-Mitte, Velbert, Kreis Mettmann, Nordrhein-Westfalen, 42549, Deutschland"
Düsseldorf,Kreis Mettmann,Gesamtschule,189601,"Ratingen, GE Martin-Luther-King",6,51.2920948,6.8178003,"Martin-Luther-King-Gesamtschule, 36, Erfurter Straße, EKZ Ratingen-West, West, Ratingen, Kreis Mettmann, Nordrhein-Westfalen, 40880, Deutschland"
Düsseldorf,Kreis Mettmann,Gesamtschule,191000,"Langenfeld, GE Bettine-von-Arnim",4,51.1348028,6.9473291,"Bettine-von-Arnim-Gesamtschule, Dorotheenstraße, Richrath, Langenfeld (Rheinland), Kreis Mettmann, Nordrhein-Westfalen, 40764, Deutschland"
Düsseldorf,Kreis Mettmann,Gesamtschule,191917,"Heiligenhaus, GE Hülsbecker Straße",3,51.3218232,6.965686,"Gesamtschule Heiligenhaus, 5, Hülsbecker Straße, Unterstadt, Nonnenbruch, Heiligenhaus, Kreis Mettmann, Nordrhein-Westfalen, 42579, Deutschland"
Düsseldorf,Kreis Mettmann,Gesamtschule,197907,"Langenfeld, GE Prismaschule",4,51.1065067,6.9505348,"Prismaschule Gesamtschule, 25, Fröbelstraße, Immigrath, Langenfeld (Rheinland), Kreis Mettmann, Nordrhein-Westfalen, 40764, Deutschland"
Düsseldorf,Kreis Mettmann,Gymnasium,165530,"Haan, Gym Adlerstr.",2,51.1958133,6.997959,"Gymnasium Haan, 3-5, Adlerstraße, Haan, Kreis Mettmann, Nordrhein-Westfalen, 42781, Deutschland"
Düsseldorf,Kreis Mettmann,Gymnasium,165542,"Heiligenhaus, Gym Immanuel-Kant",2,51.3233862,6.9716275,"Immanuel-Kant-Gymnasium, Herzogstraße, Oberstadt, Heide, Heiligenhaus, Kreis Mettmann, Nordrhein-Westfalen, 42579, Deutschland"
Düsseldorf,Kreis Mettmann,Gymnasium,165554,"Hilden, Gym Helmholtz",3,51.1653183,6.9475414,"Helmholtz-Gymnasium, 30, Am Holterhöfchen, Pungshaus, Hilden, Kreis Mettmann, Nordrhein-Westfalen, 40724, Deutschland"
Düsseldorf,Kreis Mettmann,Gymnasium,165580,"Velbert, Gym Langenberg",2,51.3459102,7.1303606,"Städtisches Gymnasium Velbert-Langenberg, Panner Straße, Langenberg, Velbert, Kreis Mettmann, Nordrhein-Westfalen, 42555, Deutschland"
Düsseldorf,Kreis Mettmann,Gymnasium,165591,"Mettmann, Gym Konrad-Heresbach",2,51.2467477,6.9725317,"Konrad-Heresbach-Gymnasium, Laubacher Straße, Süd, Mettmann, Kreis Mettmann, Nordrhein-Westfalen, 40822, Deutschland"
Düsseldorf,Kreis Mettmann,Gymnasium,165608,"Ratingen, Gym C.F. von Weizsäcker",3,,,
Düsseldorf,Kreis Mettmann,Gymnasium,165621,"Velbert, Gym Nikolaus-Ehlen",3,51.3369184,7.0445753,"Nikolaus-Ehlen-Gymnasium, Friedrich-Ebert-Straße, Nordstadt, Velbert-Mitte, Velbert, Kreis Mettmann, Nordrhein-Westfalen, 42549, Deutschland"
Düsseldorf,Kreis Mettmann,Gymnasium,165633,"Velbert, Gym Geschwister-Scholl",3,51.3425515,7.0168751,"Geschwister-Scholl-Gymnasium, 54-58, Von-Humboldt-Straße, Birth, Velbert-Mitte, Velbert, Kreis Mettmann, Nordrhein-Westfalen, 42549, Deutschland"
Düsseldorf,Kreis Mettmann,Gymnasium,165645,"Wülfrath, Gym Kastanienallee",2,51.2748095,7.0285862,"Gymnasium Wülfrath, 63, Kastanienallee, Süd - Erbach, Wülfrath, Kreis Mettmann, Nordrhein-Westfalen, 42489, Deutschland"
Düsseldorf,Kreis Mettmann,Gymnasium,165657,"Erkrath, Gym am Neandertal",1,51.2258265,6.9099922,"Gymnasium am Neandertal, Rolandstraße, Alt-Erkrath, Erkrath, Kreis Mettmann, Nordrhein-Westfalen, 40699, Deutschland"
Düsseldorf,Kreis Mettmann,Gymnasium,165670,"Mettmann, Gym Heinrich-Heine",2,51.2660938,6.9643105,"Heinrich-Heine-Gymnasium, Hasselbeckstraße, Metzkausen, Mettmann, Kreis Mettmann, Nordrhein-Westfalen, 40822, Deutschland"
Düsseldorf,Kreis Mettmann,Gymnasium,166145,"Langenfeld, Gym Konrad-Adenauer",2,51.1129039,6.9462512,"Konrad-Adenauer-Gymnasium, Auf dem Sändchen, Immigrath, Langenfeld (Rheinland), Kreis Mettmann, Nordrhein-Westfalen, 40764, Deutschland"
Düsseldorf,Kreis Mettmann,Gymnasium,166169,"Monheim, Gym Otto-Hahn",2,51.0856576,6.8872294,"Otto-Hahn-Gymnasium, 7, Berliner Ring, Berliner-Viertel, Monheim am Rhein, Kreis Mettmann, Nordrhein-Westfalen, 40789, Deutschland"
Düsseldorf,Kreis Mettmann,Gymnasium,183532,"Ratingen, Gym Kopernikus",2,51.34318,6.8283429,"Kopernikus-Gymnasium-Lintorf, 112, Duisburger Straße, Lintorf, Lintorf/Breitscheid, Ratingen, Kreis Mettmann, Nordrhein-Westfalen, 40885, Deutschland"
Düsseldorf,Kreis Mettmann,Gymnasium,186016,"Ratingen, Gym Dietrich-Bonhoeffer",4,51.2916617,6.8187447,"Dietrich-Bonhoeffer-Gymnasium, 30, Erfurter Straße, EKZ Ratingen-West, West, Ratingen, Kreis Mettmann, Nordrhein-Westfalen, 40880, Deutschland"
Düsseldorf,Kreis Viersen,Gesamtschule,100021,"Tönisvorst, GE Rupert-Neudeck",4,51.3172233,6.4923985,"Rupert Neudeck Gesamtschule, Corneliusstraße, St. Tönis, Tönisvorst, Kreis Viersen, Nordrhein-Westfalen, 47918, Deutschland"
Düsseldorf,Kreis Viersen,Gesamtschule,190718,"Brüggen, GE Brüggen",2,51.239761,6.1824248,"Gemeinschaftsgrundschule Brüggen, 1, Nikolausplatz, Brüggen, Kreis Viersen, Nordrhein-Westfalen, 41379, Deutschland"
Düsseldorf,Kreis Viersen,Gesamtschule,190871,"Viersen, GE Anne-Frank-Schule",4,51.2669773,6.3921113,"Anne-Frank-Gesamtschule, Rahserstraße, Rahser, Süchteln, Viersen, Tönisvorst, Kreis Viersen, Nordrhein-Westfalen, 41748, Deutschland"
Düsseldorf,Kreis Viersen,Gesamtschule,191644,"Willich, GE Robert-Schuman",2,51.2703091,6.5412087,"Robert-Schuman-Europaschule Willich, 2 - 6, Kantstraße, Wekeln, Willich, Tönisvorst, Kreis Viersen, Nordrhein-Westfalen, 47877, Deutschland"
Düsseldorf,Kreis Viersen,Gesamtschule,191668,"Nettetal, GE Von-Waldois-Str.",2,51.2923268,6.2499722,"Von-Waldois-Straße, Breyell, Nettetal, Kreis Viersen, Nordrhein-Westfalen, 41334, Deutschland"
Düsseldorf,Kreis Viersen,Gesamtschule,196794,"Willich, GE Leonardo-da-Vinci",3,51.2482309,6.521715,"Leonardo-da-Vinci-Gesamtschule, Klosterweg, Schiefbahn, Wekeln, Willich, Tönisvorst, Kreis Viersen, Nordrhein-Westfalen, 47877, Deutschland"
Düsseldorf,Kreis Viersen,Gesamtschule,198729,"Kempen, GE Wachtendonker Straße",2,51.3679811,6.4137755,"Gesamtschule Kempen, 38, Wachtendonker Straße, Kempen, Tönisvorst, Kreis Viersen, Nordrhein-Westfalen, 47906, Deutschland"
Düsseldorf,Kreis Viersen,Gymnasium,165803,"Kempen, Gym Thomaeum",1,51.3656632,6.4135354,"Gymnasium Thomaeum, Am Gymnasium, Kempen, Tönisvorst, Kreis Viersen, Nordrhein-Westfalen, 47906, Deutschland"
Düsseldorf,Kreis Viersen,Gymnasium,165815,"Kempen, Gym Luise-von-Duesberg",2,51.3674549,6.4110029,"Luise-von-Duesberg-Gymnasium, Berliner Allee, Kempen, Tönisvorst, Kreis Viersen, Nordrhein-Westfalen, 47906, Deutschland"
Düsseldorf,Kreis Viersen,Gymnasium,165827,"Nettetal, Gym Werner-Jaeger",1,51.3121111,6.2709013,"Werner-Jaeger-Gymnasium, 7, An den Sportplätzen, Lobberich, Nettetal, Kreis Viersen, Nordrhein-Westfalen, 41334, Deutschland"
Düsseldorf,Kreis Viersen,Gymnasium,165839,"Schwalmtal, Gym St.Wolfhelm",1,51.216291,6.2811487,"Gymnasium St. Wolfhelm, Turmstraße, Waldniel, Schwalmtal, Kreis Viersen, Nordrhein-Westfalen, 41366, Deutschland"
Düsseldorf,Kreis Viersen,Gymnasium,165852,"Viersen, Gym Erasmus-von-Rotterdam",3,51.256094,6.3817916,"Erasmus-von-Rotterdam-Gymnasium, Konrad-Adenauer-Ring, Noppdorf, Hoser, Viersen, Tönisvorst, Kreis Viersen, Nordrhein-Westfalen, 41747, Deutschland"
Düsseldorf,Kreis Viersen,Gymnasium,165876,"Viersen, Gym Clara-Schumann-Gymnasium",4,51.2473504,6.3280872,"Clara-Schumann-Gymnasium, 1, Brandenburger Straße, Dülken, Viersen, Tönisvorst, Kreis Viersen, Nordrhein-Westfalen, 41751, Deutschland"
Düsseldorf,Kreis Viersen,Gymnasium,189194,"Tönisvorst, Gym Michael-Ende-Gymnasium",2,51.3175774,6.4855915,"Michael-Ende-Gymnasium, 25, Corneliusstraße, St. Tönis, Tönisvorst, Kreis Viersen, Nordrhein-Westfalen, 47918, Deutschland"
Düsseldorf,Kreis Viersen,Gymnasium,193550,"Willich, Gym Lise-Meitner",1,51.2776231,6.4681112,"Lise-Meitner-Gymnasium, Fadheider Straße, Eschert, Fadheide, Willich, Tönisvorst, Kreis Viersen, Nordrhein-Westfalen, 47877, Deutschland"
Düsseldorf,Kreis Wesel,Gesamtschule,100063,"Wesel, GE Ida Noddack",7,51.6600937,6.6118518,"Ida-Noddack Gesamtschule, 12, Martinistraße, Zitadellenviertel, Wesel, Kreis Wesel, Nordrhein-Westfalen, 46483, Deutschland"
Düsseldorf,Kreis Wesel,Gesamtschule,100077,"Dinslaken, GE Hiesfeld",3,51.5645073,6.7686672,"Schulzentrum Hiesfeld, Campus Nord, 63-65, Kirchstraße, Hiesfeld, Dinslaken, Kreis Wesel, Nordrhein-Westfalen, 46539, Deutschland"
Düsseldorf,Kreis Wesel,Gesamtschule,100103,"Rheinberg, GE Europaschule Rheinberg",3,51.5520583,6.592654,"Europaschule Rheinberg, 11, Dr.-Aloys-Wittrup-Straße, Rheinberg, Kreis Wesel, Nordrhein-Westfalen, 47495, Deutschland"
Düsseldorf,Kreis Wesel,Gesamtschule,188712,"Moers, GE Geschwister-Scholl",6,51.4489806,6.6601559,"Geschwister-Scholl-Gesamtschule Moers, 522, Römerstraße, Hochstraß, Moers, Kreis Wesel, Nordrhein-Westfalen, 47443, Deutschland"
Düsseldorf,Kreis Wesel,Gesamtschule,188888,"Dinslaken, GE Ernst-Barlach",4,51.5681388,6.7324586,"Ernst-Barlach-Gesamtschule, Wilhelm-Lantermann-Straße, Innenstadt, Dinslaken, Kreis Wesel, Nordrhein-Westfalen, 46535, Deutschland"
Düsseldorf,Kreis Wesel,Gesamtschule,189303,"Wesel, GE Am Lauerhaas",4,51.6701062,6.6499553,"Gesamtschule ""Am Lauerhaas"" Wesel, Kirchturmstraße, Obrighoven, Obrighoven-Lackhausen, Wesel, Kreis Wesel, Nordrhein-Westfalen, 46485, Deutschland"
Düsseldorf,Kreis Wesel,Gesamtschule,189870,"Moers, GE Anne-Frank",5,51.4832858,6.6110417,"Anne-Frank-Gesamtschule Rheinkamp, 9, Kopernikusstraße, Rheinkamp-Mitte, Rheinkamp, Moers, Kreis Wesel, Nordrhein-Westfalen, 47445, Deutschland"
Düsseldorf,Kreis Wesel,Gesamtschule,190317,"Schermbeck, GE Schloßstr.",2,51.6960446,6.8764149,"Gesamtschule Schermbeck, 20, Schloßstraße, Alt-Schermbeck, Schermbeck, Kreis Wesel, Nordrhein-Westfalen, 46514, Deutschland"
Düsseldorf,Kreis Wesel,Gesamtschule,191553,"Kamp-Lintfort, GE UNESCO-Schule",3,51.5063957,6.5401691,"UNESCO-Schule, 167, Moerser Straße, Stadtmitte, Niersenbruch, Kamp-Lintfort, Kreis Wesel, Nordrhein-Westfalen, 47475, Deutschland"
Düsseldorf,Kreis Wesel,Gesamtschule,193033,"Moers, GE Hermann-Runge",3,51.4540824,6.6319223,"Hermann-Runge-Gesamtschule, Gabelsbergerstraße, Altstadt Moers, Moers-Mitte, Moers, Kreis Wesel, Nordrhein-Westfalen, 47441, Deutschland"
Düsseldorf,Kreis Wesel,Gesamtschule,193744,"Hünxe, GE In den Elsen",1,51.6379553,6.7704298,"Gesamtschule Hünxe, 34, In den Elsen, Krudenburg, Hünxe, Kreis Wesel, Nordrhein-Westfalen, 46569, Deutschland"
Düsseldorf,Kreis Wesel,Gesamtschule,198158,"Hamminkeln, GE Diersfordter Straße",2,51.7274453,6.5891606,"Gesamtschule Hamminkeln, Diersfordter Straße, Hamminkeln, Kreis Wesel, Nordrhein-Westfalen, 46499, Deutschland"
